D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,split
3.9568245743852725e-06,1.1351913501417852e-06,-4.121105554551815e-06,-1.3330927417420866e-05,-2.703353575264042e-06,5.148014379603599e-07,1.1881274552366996e-07,-2.925909058433887e-06,-1.3894444690651218e-06,6.241055624350599e-06,4.118173978617737e-06,-6.284685741362707e-06,-4.135577955802333e-05,-7.674244977817205e-07,-4.014331368541265e-06,-1.5047137976015878e-05,6.760694134359161e-06,4.7239687788412105e-06,7.190936270360564e-06,6.9125923493117325e-06,1.758823775821725e-05,-3.784732814268173e-06,7.884797605995132e-06,3.9521784178729575e-07,4.398901419707627e-06,3.0369194623817334e-06,-1.587453349096979e-06,-8.589795702026282e-07,1.0980459402514193e-07,-1.884577187623088e-05,-1.5726141734860043e-05,6.244378564847693e-07,-2.0937650953349963e-06,4.276903737588587e-06,-3.2396289886722116e-05,-4.566940721357406e-06,1.8368538082255484e-05,-1.6992082841947451e-06,4.697549950570216e-06,-1.3883255786567203e-06,-1.1235105517614328e-05,-3.436529657267514e-06,2.506323478650027e-06,7.025853488320119e-06,1.055800572132642e-05,2.1606057219306177e-05,3.977188741938483e-06,4.384488770406492e-06,2.0767031948401227e-06,4.103302322346291e-07,1.1120706581690264e-05,1.7686282125676892e-05,1.6012750112262422e-07,2.4884154690313147e-06,7.517480256539954e-06,-7.362663877854608e-08,-2.0621306889033654e-06,-3.8140597988313295e-06,-2.3810804364513933e-06,6.9858001642406305e-06,1.3391784655237809e-05,-3.0911898999444862e-06,-5.282196440606691e-07,-1.1886965839469647e-05,1.1389413162930384e-05,-3.6413279712264704e-07,1.8689159716402451e-06,-9.814692173984651e-07,-3.403944306294889e-05,3.0724123154270663e-06,-8.713382807574952e-06,2.1609764024272253e-05,-2.101252644499514e-06,-3.65558109741805e-07,3.1517139873748467e-06,-1.4902044858761802e-05,1.41254601123183e-05,2.556443876094689e-05,-2.502859489759029e-05,-4.306013084623833e-07,1.346458152532319e-06,1.0202264994110727e-05,1.098423046616461e-06,-3.121735468720289e-05,2.930608951439269e-06,1.3707325248235141e-06,2.269638591427065e-05,2.334888103774446e-05,1.5297440171538754e-05,-4.734139295811928e-06,1.5564592283188996e-06,6.13433871356118e-07,3.624071153012136e-05,-8.90000578511574e-08,0.0
4.0388521703921e-06,-7.128811534321076e-07,-3.9701394797760745e-06,-1.1801798524685588e-05,-2.2213039071981707e-06,1.0598459370035485e-06,7.20536787251587e-08,-4.338887413653638e-06,-1.6726442785055586e-06,5.237466619110826e-06,4.293653896367658e-06,-4.839099700400274e-06,-4.446685171364432e-05,-4.6194341666845285e-07,-2.31440178096368e-06,-1.6253048630309037e-05,5.656216173160786e-06,3.267722916256919e-06,8.406207728809515e-06,4.074307554016215e-06,1.6959070492070624e-05,-4.235396465125133e-06,5.945542237404848e-06,4.63904475140079e-07,4.794591772496516e-06,2.5988984556349526e-06,-1.7778354948955708e-06,-6.643021642276415e-07,4.654245538414199e-07,-1.927195670619596e-05,-1.676520122289216e-05,6.117760606525149e-07,-3.745640313649249e-06,4.673223551067097e-06,-3.2026805356932654e-05,-4.764729356192562e-06,2.0304064158677033e-05,-1.829938909344968e-06,3.7729252899771064e-06,-3.825927759163014e-06,-1.0929305131142383e-05,-4.772089261047582e-06,1.8617575097024997e-06,5.887637414362627e-06,9.910822987231796e-06,1.8556052424409747e-05,4.839147920811216e-06,3.140984843987124e-06,-7.066486069934744e-06,1.1844355783205176e-07,9.021959815380376e-07,1.5627333523369585e-05,-3.295951989264757e-07,2.30019669817942e-06,4.186649416477059e-06,9.998329853279342e-07,-1.3243064510937256e-06,-3.5253950708226683e-06,-1.974634054602278e-06,5.777679305566991e-06,1.7856745036894886e-05,-2.4725761032912566e-06,-2.4537171546810175e-07,-1.7152930905712315e-05,1.247740608277491e-05,4.207881435188901e-07,1.691670607557689e-05,-1.476449511796375e-06,-3.72520369415752e-05,3.200931611579588e-06,-8.80019484820696e-06,2.2932122921702653e-05,6.208727855289942e-06,-9.509773985279563e-07,1.6512904275455562e-06,-1.3201244773473164e-05,9.650372077896326e-06,2.7785271642057375e-05,-2.3895092400232465e-05,4.915081734706524e-07,5.695069826617913e-06,1.3698612451085491e-05,1.0660867638830218e-07,-3.373712102786703e-05,3.410781661125092e-06,1.1504330869863345e-06,2.0893914791379696e-05,1.5567143330082187e-05,1.3430434393333399e-05,-6.127069732136945e-06,1.018155322893879e-06,4.897500460276455e-07,3.5519580611066885e-05,-1.5049273660973886e-07,0.0
3.4443098263520613e-06,1.6360343092873347e-06,-2.5319606635995094e-06,-1.1570454335058351e-05,-2.274808693754322e-06,8.620149747404535e-07,2.6084453818217815e-08,-2.7470757941519043e-06,-1.1891325323346047e-06,4.119519990977671e-06,3.949017874134447e-06,-3.6943700301227135e-06,-4.075032806859813e-05,-3.112296228417002e-07,-1.1149540098066867e-06,-1.5680573247591196e-05,5.716112454294395e-06,3.5007914570153417e-06,8.774357247429457e-06,5.373662989401653e-06,1.7931333571962016e-05,-3.858790146175027e-06,5.775344685168497e-06,5.555290599069774e-07,4.608327194806828e-06,2.700885536491101e-06,-1.4849385095456821e-06,-9.778198480505884e-07,-1.9448146443860706e-06,-2.199111275503341e-05,-1.6732458280070598e-05,6.581683152842024e-07,-4.3985092447200885e-06,4.226068502066725e-06,-3.448268237519841e-05,-4.471749876090426e-06,2.0368806415623194e-05,-1.280371156963197e-06,4.15213804798331e-06,1.9621673431619063e-07,-1.0537089855125225e-05,-3.301551331507049e-06,1.49780482219889e-06,8.547606123471389e-06,5.736498914271241e-06,1.959150115722787e-05,4.6012692671741355e-06,6.204494796472281e-06,1.0596518948673438e-05,-3.611344381073397e-07,7.320918838996663e-08,1.6273302820107834e-05,-2.58105699075172e-07,2.2035540132956047e-06,6.110575569728387e-06,1.5716301519947863e-06,-1.0368246858347298e-06,-5.4559518914824115e-06,-2.444690876675245e-06,5.9918911669964035e-06,2.301049889071532e-05,-2.8078272249849173e-06,6.386868591291434e-07,-1.038900604325774e-05,1.4496585875589674e-05,4.7388139050347667e-07,-1.0968271281459432e-05,-1.4105931223636214e-06,-3.467807285357437e-05,4.290796647392719e-06,-6.315070950333935e-06,2.19136186452162e-05,1.16777626828872e-05,8.491063838455878e-07,3.1823887106681756e-07,-1.704888832376901e-05,1.0212825281264719e-05,2.690878138844977e-05,-2.5036910416353697e-05,7.281940511213237e-07,5.560531315622928e-06,8.568098935473937e-06,-1.474024689454223e-08,-3.398134979863712e-05,2.8563495969697536e-06,7.041130046933741e-07,2.476064271558721e-05,1.960027657359276e-05,1.3328924048081159e-05,-5.8301551735661556e-06,1.2714309121039436e-07,2.1540608498085243e-07,3.78748750540579e-05,-1.1170404291419227e-07,0.0
1.7680871127020384e-06,1.2509356890786846e-07,-3.910324465990119e-06,-9.708958441687765e-06,-2.24496252801631e-06,8.685302446097847e-07,-3.6099247491174603e-07,-2.507902716035058e-06,-1.4026933589041242e-06,5.169738761648642e-06,4.875877403031553e-06,-3.205653683601129e-06,-4.0926410078597125e-05,1.2798657718039588e-07,2.2091107607620943e-07,-1.3398954441340143e-05,6.14362220066055e-06,4.307420578013908e-06,7.993616186785837e-06,4.740179146029517e-06,1.6396648042495683e-05,-3.9488001992740336e-06,5.32090139698454e-06,6.313404460825889e-07,4.661878356584102e-06,2.8893917904760227e-06,-1.7361021864773336e-06,-1.197470036157675e-06,-1.782273826029077e-06,-1.9288994224192377e-05,-1.670210525383499e-05,5.706161829575993e-07,-4.458346229042073e-06,3.8223137157908684e-06,-3.36982111913262e-05,-4.325139766596124e-06,2.0654056493820658e-05,-2.389052543508024e-06,3.830342856099343e-06,-1.9991465843207943e-06,-1.1782388286432593e-05,-3.587806424147865e-06,3.1587477055614603e-07,9.023858699323336e-06,4.979790366827837e-06,1.937601034444916e-05,4.33330516349991e-06,6.861699361689716e-06,-2.1403707759321668e-07,2.475816143093359e-07,-1.3184387615709678e-06,1.4498086114752208e-05,-2.2752539139090947e-07,2.0440783657227273e-06,3.7206332655446188e-06,1.4198307398407054e-06,7.794732078923688e-07,-4.684760955611837e-06,-2.1394531369537657e-06,4.909790582248636e-06,1.6575656022858794e-05,-2.900411559552236e-06,-7.070968925563302e-08,-1.1598517754932616e-05,1.6360644780035925e-05,1.5759443372520273e-06,4.4833729376174266e-06,-1.3939782113316701e-06,-3.3249837919513295e-05,5.247570992896166e-06,-9.788013998387786e-06,2.1410464475321543e-05,-1.4457086123774955e-05,1.2792468128863083e-06,-3.18839030335128e-07,-1.467522568335396e-05,6.390200899432281e-06,2.8572490246426432e-05,-2.7937701529683676e-05,5.453844135283194e-07,6.1456710304457405e-06,1.0979813899785402e-05,-3.8759234666292243e-07,-3.513960986512913e-05,1.8580432925786069e-06,7.540486880463546e-07,2.1737827740406527e-05,1.9840873512015944e-05,1.1739187565175555e-05,-4.36979498850584e-06,-1.8380383719444874e-07,4.2414472736537394e-07,3.5359109550190965e-05,-1.6918674404256215e-07,0.0
1.1878664995287197e-06,2.2732843460604013e-07,4.243413928339039e-05,-8.410037529763184e-06,-1.549771276669851e-06,1.5942257338099532e-06,-3.1579203410212503e-07,-2.1146059053186053e-06,-1.1422858109495543e-06,6.786088279758378e-06,2.3900273145583164e-06,-2.8671500304609855e-06,-4.2099633719057256e-05,2.8016665053329853e-07,8.620018777691198e-07,-1.4708766838087323e-05,8.09541855814819e-06,1.817297023528851e-07,8.35200306758495e-06,8.222160382114758e-06,1.6319000110332347e-05,-4.201334949553606e-06,6.142653465431329e-06,9.404833270052086e-07,4.60485995179346e-06,2.4478767057470085e-06,-1.75083547467805e-06,-1.4832290601955854e-06,-2.881971826696179e-06,-1.8673309529743127e-05,-1.4293639295309736e-05,4.638156630191146e-07,-4.9303427878550395e-06,4.19056173972795e-06,-3.712662174182879e-05,-5.1545172979056975e-06,1.881369081468978e-05,-2.3875040633307054e-06,3.1938754714885335e-06,-6.973206661264867e-06,-1.0937861592738409e-05,-3.630982105729949e-06,4.6280996896776864e-07,1.3850564027273557e-05,3.965672260002339e-06,1.9694983472142034e-05,4.157008035645556e-06,5.1437276090367274e-06,6.846380596874672e-06,4.2294989083918025e-07,-5.025233521224779e-07,1.4468880168810351e-05,2.5494379335511494e-07,2.173631143544297e-06,8.241866912262224e-07,2.4181355710703416e-06,-1.7816398803752968e-06,-4.057462368312412e-06,-2.471994334159544e-06,3.830770667815301e-06,2.1062301369725683e-05,-3.68548963222e-06,-6.343586806134401e-07,-1.3152810050408812e-05,1.1087070979453928e-05,2.5379310554795676e-06,-5.823808860773756e-06,-1.3485250056132947e-06,-3.3219043954808694e-05,7.247617637875729e-06,-7.187229049822885e-06,2.0355958465431138e-05,4.975405509999368e-06,1.2232083328153469e-06,-5.15240202899443e-07,-1.59532298397418e-05,3.3465518892937186e-06,2.5181990013378506e-05,-3.0335341162634334e-05,6.77274503021521e-07,6.988059611840085e-06,9.741008744594264e-06,-2.8674928835133715e-07,-3.5535249893697895e-05,5.014876782608062e-07,4.0042825983964717e-07,2.1630436859556903e-05,1.891766641985236e-05,7.857515144278832e-06,-5.327328562658862e-06,2.3307481681748747e-07,1.0213787781374932e-07,3.4941762527453746e-05,-9.502261553803429e-08,0.0
4.28947190693793e-06,2.585138835828199e-06,-3.007995670910985e-06,-9.018165682018658e-06,-2.1531054487208166e-06,1.006633720447792e-06,1.5968451549727425e-07,-2.5020475137921683e-06,-1.2650114492911308e-06,4.127996572740508e-06,3.049375563792813e-06,-2.552474132054261e-06,-4.110138458637305e-05,4.6335784481188405e-07,9.816144840900086e-07,-1.5720666090208166e-05,8.304056974629715e-06,1.878926425036585e-06,8.94943235236581e-06,6.0967948965133705e-06,1.576837598140731e-05,-4.2866570934568575e-06,6.51027644541933e-06,1.1452372364614917e-06,4.709971993554291e-06,2.0862568810961603e-06,-1.7275472080117061e-06,-1.0866759108816327e-06,-4.514126274095992e-06,-1.6095835784081515e-05,-1.4446169119635598e-05,5.186604426952352e-07,-4.693249492266786e-06,4.081661236118817e-06,-3.299119508154909e-05,-5.380267743965688e-06,2.1012636112059065e-05,-2.4164564864675245e-06,3.7349713897275756e-06,-5.650352097656887e-06,-1.024104795908734e-05,-4.164120106272635e-06,4.361647214026995e-07,1.0287854653248756e-05,9.113005082006241e-07,1.8963585842202886e-05,3.991336631272959e-06,5.665123302451961e-06,-6.089127179613283e-07,6.844813019368576e-07,-1.0034750151031353e-06,1.4490264736102239e-05,-1.9816528239756703e-07,2.196993480703147e-06,1.506703511927415e-06,2.3493421777894327e-06,5.373974083790926e-07,-3.4545093769739086e-06,-2.7060336546907417e-06,4.340592428090116e-06,1.972692850659697e-05,-3.163417308519813e-06,-1.1694227740593355e-06,-1.0111957272504282e-05,1.124545979736845e-05,3.6408646803825293e-06,5.847490805510171e-06,-1.248031615537214e-06,-3.472897869504651e-05,6.604373985167768e-06,-5.696659538273369e-06,2.0958776148057037e-05,-7.564548733107624e-07,1.0522414219842748e-06,-1.2373086382311688e-06,-1.4600170609013847e-05,1.3606996395713487e-06,2.6593412186200794e-05,-2.9174124858771938e-05,5.818609458514854e-07,8.57603177770713e-06,8.946585822217808e-06,3.534539573614628e-07,-3.771005277910404e-05,2.86925567868477e-06,6.779094798531251e-07,1.6768099273457797e-05,1.456155697721965e-05,1.3221459082261692e-05,-4.689257888277414e-06,-5.298280543827863e-07,1.8032412378511756e-07,3.645576771791213e-05,3.2265630341939505e-08,0.0
4.655798746273012e-06,1.9486629864510034e-06,-6.855930751992602e-07,-7.671801888917606e-06,-2.0954976799433506e-06,5.589020132062463e-07,3.253732343256238e-07,-2.522508365302323e-06,-3.84501770101447e-07,3.4909295919893533e-06,1.8019623906100812e-06,-1.881585312103737e-06,-3.595355446090566e-05,6.907634088824488e-07,1.805687414159063e-06,-1.4532859505969187e-05,7.466127117405922e-06,1.612927902994423e-06,8.273161094571417e-06,6.627973527899281e-06,1.4675036385146741e-05,-3.954203547637485e-06,6.766092739586046e-06,1.4625902327182758e-06,4.434812989476727e-06,2.617355419643043e-06,-1.4246858268754479e-06,-1.6572230875740293e-06,-6.019793992452286e-06,-1.5416977922712948e-05,-1.3088978850561096e-05,5.096313004012465e-07,-4.2168617551844995e-06,3.7993154134925066e-06,-3.622524641811775e-05,-4.377370252430087e-06,1.9932517175786807e-05,-2.2427520051497196e-06,4.802185657277514e-06,-2.7163861504155255e-06,-9.767998576519669e-06,-2.8625718585936296e-06,2.4708923212376744e-07,1.5054256887742005e-05,7.806528721456408e-07,2.02814134266042e-05,3.42057753275364e-06,8.0071013652782e-06,1.7241200616430843e-05,2.6239994076542356e-07,1.7848729967688666e-07,1.4556036067765014e-05,-2.594736657483883e-07,2.5718055446300924e-06,1.699122524529087e-07,1.5974952290226502e-06,1.7804750576922726e-06,-4.516569844073107e-06,-3.3249410324524205e-06,2.2618724467553138e-06,1.7483179815958027e-05,-3.7674291723759633e-06,1.3053935147326854e-06,-1.3091133243677499e-05,5.2749957150745644e-06,1.3648546907213631e-06,-1.7412026541833705e-05,-1.3596592016119563e-06,-3.303164392465492e-05,7.719694181513164e-06,-6.9171027004833164e-06,1.778110278036816e-05,-6.426930216482136e-06,1.691537109359386e-06,-1.703466061463525e-06,-1.6347915998393114e-05,1.5032451194992952e-06,1.966543112653181e-05,-2.632640551799787e-05,9.937137793965383e-07,7.750339129071227e-06,7.2014249756708245e-06,1.8184414712748724e-06,-3.848377842696994e-05,3.444278680740347e-06,1.4785362893039156e-06,1.8933084700284885e-05,1.5633380232369297e-05,1.3426191788894395e-05,-4.0476555929392e-06,-8.762556060697679e-07,3.9687651619039305e-07,3.649570188529852e-05,2.692646035480019e-07,0.0
3.3514140867545063e-06,8.198661792726582e-08,-1.0464619754914437e-06,-7.029759177711994e-06,-2.429760282771127e-06,3.680908788846631e-07,-7.134870307460683e-07,-2.0827978809733198e-06,3.093218401106952e-07,4.2389365278864185e-06,1.1187111262645393e-06,-1.4941817857152506e-06,-3.543229999107085e-05,9.858307213711884e-07,2.9392663834566063e-06,-1.6134943999383774e-05,9.120099307248374e-06,1.2127902347771796e-06,9.452596117102362e-06,4.350395062780642e-06,1.600049004178746e-05,-4.097237036669401e-06,7.533826706593143e-06,-4.1478417185594866e-07,4.343379342823321e-06,3.203967434395366e-06,-1.2681459527511416e-06,-1.7307472531268394e-06,-4.893323500340355e-06,-1.5408020400815174e-05,-1.4367842811768431e-05,5.333396603160265e-07,-4.879523331667327e-06,3.500785980779322e-06,-3.838811922613919e-05,-3.5932464533388246e-06,1.8402783994466848e-05,-1.4470086445085854e-06,5.5334868236436525e-06,-2.225485183555891e-06,-9.687562542105905e-06,-2.1115517009199574e-06,1.36176411026555e-06,1.560800832403922e-05,-1.5052372780721688e-06,2.1208712178505284e-05,2.8484512299521027e-06,7.395455865808788e-06,1.4985598604499414e-05,-8.018899873699658e-07,3.0022494868172936e-06,1.5248859387112505e-05,-1.31185881969247e-06,3.145336909197682e-06,3.1760500861611073e-06,1.6723843643189665e-06,4.5010639172911075e-07,-4.334955258175721e-06,-3.044094896427383e-06,-1.2470284199423137e-06,2.0067855286847774e-05,-4.624549004317091e-06,2.090392894022672e-07,-1.4318201550691417e-05,1.256976381896981e-05,6.296661597973893e-06,-1.7540633664501053e-05,-1.2057789350017575e-06,-3.899189238255568e-05,7.18844788274808e-06,-3.5007905919151398e-06,1.3328826342104632e-05,7.718231959152312e-07,1.3283375355118027e-06,-1.3202593473604016e-06,-1.5121014307879796e-05,2.003869094543323e-06,1.7866386487353465e-05,-2.6465901052479074e-05,1.6297153197678595e-06,3.163317730594051e-06,6.281254873895942e-06,2.8087869532850034e-06,-3.419682592520343e-05,5.787445060463083e-06,2.194778123068193e-06,2.1735747043696825e-05,1.728423367508787e-05,1.7453922507975615e-05,-5.531344561359153e-06,-7.006908926011465e-07,3.738304401050285e-07,3.432838606092127e-05,6.535197200931994e-07,0.0
4.011502887211965e-06,3.498636603646761e-07,-7.262473883262884e-07,-5.386133106687976e-06,-2.730753349128334e-06,2.1021399137075897e-07,-1.963353521554546e-07,-3.0125115212220934e-06,3.4856386309072287e-07,4.262755313619484e-06,1.6432293118534795e-08,-1.2637675820965423e-06,-3.906583957070657e-05,1.4221325948478819e-06,4.140063483893461e-06,-1.8269378080347683e-05,9.256135321424304e-06,2.96342392472409e-06,7.0619105260789786e-06,4.26382922139064e-06,1.7802838368702775e-05,-4.955289484291619e-06,7.020050987054159e-06,-2.0775340997435224e-07,4.63590869047411e-06,2.5744437605505547e-06,-1.3231175158649665e-06,-9.994396157322428e-07,-3.4678126701714124e-06,-1.576728688198049e-05,-1.8310108824461862e-05,5.100198758008607e-07,-5.676269785932417e-06,2.612329360070277e-06,-3.810446378246721e-05,-3.8071493869310033e-06,1.73604077515218e-05,-1.926307851075458e-06,4.940822009139361e-06,-4.313131538082123e-06,-1.0979416140609315e-05,-2.7565921715714695e-06,2.0415740107224353e-06,1.2132702676190007e-05,-2.960002740333096e-06,2.441713673222515e-05,2.4488873483979562e-06,4.286354719420452e-06,-9.071516514982016e-07,4.886549478402649e-07,-3.165724370584382e-06,1.4346368688716736e-05,-1.035854173763808e-06,3.0666428580865484e-06,1.4514634118872807e-06,3.6737854849973776e-07,-5.277338471554134e-06,-2.421487290354891e-06,-1.9072626553572462e-06,-3.190987331888575e-06,1.888983120356948e-05,-4.434651468226367e-06,1.9055385730234315e-06,1.0874775938277638e-05,1.3941410662058937e-05,8.332210433994075e-06,7.1914480367918755e-06,-1.2312102006284035e-06,-4.026770400111467e-05,7.788060149410098e-06,-2.5143631130566266e-06,1.0348425630737539e-05,4.9089301237521126e-06,-6.146754921717502e-07,-1.5074088092212012e-06,-1.228261795132752e-05,3.520326571193514e-07,1.8566826338451077e-05,-3.363040285936294e-05,2.478186000560834e-06,-2.7202371812722744e-06,1.2037935651358837e-05,1.9905828146898653e-06,-2.8897623086336617e-05,2.0058465583772456e-06,1.9490918135134557e-06,1.4679801749337382e-05,8.669382828037562e-06,1.8801526476197448e-05,-2.031591928167802e-06,-1.6234860131808612e-06,4.122558759273942e-07,3.251422464561342e-05,5.38648414049478e-07,0.0
2.4194190597946167e-06,6.146705785033763e-07,-2.577896949732193e-06,-5.03859882994282e-06,-2.156591711016959e-06,1.73627175792245e-06,-2.53202230037072e-07,-2.0242420147718496e-06,-8.262939956722682e-07,3.874984825846257e-06,1.4092818870339987e-06,-6.14673192846718e-07,-3.673476505700905e-05,1.7151754194082944e-06,5.500000675843022e-06,-1.7306238156029745e-05,6.897536634861332e-06,2.373615109776744e-06,1.0724417152298689e-05,3.893347260950398e-06,1.46976281092778e-05,-5.059337413512918e-06,5.013224782312439e-06,-3.82660364463345e-08,4.860419787515049e-06,2.799442587147141e-06,-1.339415809226318e-06,-1.5257323896871757e-06,-5.513556436938282e-06,-1.848579447911285e-05,-1.6272018584878566e-05,5.199118305527493e-07,-9.174509201503644e-06,3.5485916673791008e-06,-3.6351331557403994e-05,-3.5973105691613453e-06,1.737285083808111e-05,-1.6815546172524039e-06,3.925221113363701e-06,-3.746123078109627e-06,-1.0521948130318641e-05,-3.7595645074569053e-06,8.868747570038233e-07,1.3732736770329074e-05,-4.171672997687808e-06,2.12718802797386e-05,1.981252846013754e-06,4.2323186379197735e-06,-6.702668100014307e-06,-3.646923154376925e-08,-1.1007558634015416e-05,1.507396323395686e-05,-1.2955080503105571e-06,2.8701795803937285e-06,2.444304764953398e-06,1.3600098388557777e-06,-2.4471128196682813e-06,-4.187424578896624e-06,-1.5145557825040947e-06,2.091820768481712e-06,2.117589943612269e-05,-3.249582763529518e-06,1.879843582387803e-07,-8.526406542156367e-06,1.127158226365421e-05,4.854215919706216e-06,1.570363125244808e-05,-1.4784717851035883e-06,-4.3636527555495986e-05,6.248828649611795e-06,-9.138597553365033e-06,2.122787930788163e-05,3.626251701009974e-06,4.836441675309355e-07,-2.7058356816896946e-06,-1.742653879563126e-05,-1.2168804923174355e-06,2.0148470705387815e-05,-3.4907913636161283e-05,2.3028965307996426e-06,3.0055177663251274e-06,1.3816048524807629e-05,7.098902474298076e-07,-2.8946992322352805e-05,2.5838736280006835e-06,9.95749696159649e-07,1.3330268615882829e-05,9.779617685196974e-06,1.529606383575599e-05,-2.5641888060300678e-06,-9.917111399261416e-07,3.9357676404504825e-07,3.426399867172337e-05,2.7907084997067507e-07,0.0
4.848322569372551e-06,-6.677974549576711e-07,-1.6580688217138261e-06,-2.6260917226581187e-06,-2.305719811924854e-06,-3.1273044224989463e-06,-9.702712782645375e-07,-2.042649972763819e-06,-1.7744419271552601e-06,4.330002951334672e-06,5.844868247051058e-07,-3.5095041198014916e-07,-3.749396216461032e-05,2.1133740914438348e-06,7.363482201166022e-06,-1.4973331450293397e-05,5.1048446902570744e-06,2.428596518109325e-06,8.658063181279982e-06,3.8409968052086025e-06,1.4804373387820406e-05,-5.15882672859665e-06,4.934788926809372e-06,1.1819456681538034e-07,4.980361862148922e-06,3.0185847833480625e-06,-1.2510730975655727e-06,-1.472804318597042e-06,-4.822910848497577e-06,-1.7718892120850062e-05,-1.6602370847495753e-05,1.7375829051855278e-07,-1.0762229200296412e-05,2.7577225185082672e-06,-3.6554791326852206e-05,-4.451153301965282e-06,1.5704386449796708e-05,-1.944282133343212e-06,3.088356172339634e-06,-6.172778138328063e-06,-1.0175702451172422e-05,-4.117671526426685e-06,4.4019101154917126e-07,1.6407127290325826e-05,-5.913440192389127e-06,2.5147524127860384e-05,1.4434458116684948e-06,4.81839674518915e-06,-9.654978384154132e-06,1.8769079063036993e-07,-9.288433116182669e-06,1.7099574915642928e-05,-1.7749554135490371e-06,3.1993026655256007e-06,4.215393352263906e-06,7.535164833316552e-07,-4.8955135675238346e-06,-4.490768695936507e-06,-7.74117036710888e-07,3.445195752676107e-06,2.0791224805683117e-05,-3.449556592108986e-06,-1.6726360346089133e-06,-6.787520301389194e-08,8.068681113813725e-07,3.3470318847871083e-06,2.0731089375026482e-05,-1.6493273503031467e-06,-4.234734064934498e-05,7.269477076127084e-06,-8.260476470731316e-06,1.7783251984300395e-05,-7.503219434787283e-06,1.0300243127445777e-07,-2.9616512581324984e-06,-1.4280529284306766e-05,-2.57661059168405e-06,2.114832935938523e-05,-3.285799537840615e-05,1.5501043011579772e-06,1.7049464617861269e-06,1.5185072274075833e-05,3.693196222869359e-07,-2.761662837744712e-05,2.77927274454512e-06,1.1434901556757069e-06,1.211849916067494e-05,9.582250411628828e-06,1.588302740105262e-05,-2.113262527662544e-06,-2.2479130270869145e-06,3.855966230377981e-07,3.420328853746278e-05,3.309543412934647e-07,0.0
4.244313749251875e-07,3.132932756724337e-07,-2.4513654512244583e-06,-1.6459934500051044e-06,-2.2539760450744955e-06,-3.1389850997090854e-06,-7.762703272304773e-07,-2.821518535841563e-06,-1.2295162869163986e-06,3.8654379134459045e-06,8.815447896024288e-07,-4.528330085663316e-07,-3.488224177726016e-05,3.1456800549288988e-06,7.22052528112075e-06,-1.4456259827734198e-05,2.7937878694738067e-06,7.927819955840475e-07,8.24099692121751e-06,1.2774300339246341e-06,1.5667867236463422e-05,-5.1160834571932815e-06,4.787744259046576e-06,2.1941441538476652e-07,4.972018568566631e-06,3.174045527800333e-06,-1.2159511633843584e-06,-1.8611390034460295e-06,-7.199893457616368e-06,-1.48296492135809e-05,-1.4360994727849629e-05,3.700884555227699e-07,-1.130857052931806e-05,2.7963575426462035e-06,-4.2101748014536124e-05,-4.3988771604381825e-06,1.6576675850992482e-05,-1.2595905418124368e-06,2.876205454536604e-06,-4.620628443293462e-06,-1.01415252976988e-05,-4.744620604980907e-06,1.3790146631786037e-06,2.192694421004935e-05,-8.281377015740251e-06,2.8907828919683476e-05,1.2458269307637769e-06,6.127008151564868e-06,2.211907868448558e-06,-5.718307067563475e-07,-6.855167106789532e-06,1.9258421733180924e-05,-1.6650205819173705e-06,4.208456873320941e-06,4.283699823154071e-06,8.605785828415465e-07,-6.1603049047627465e-06,-6.355988005263424e-06,-9.869514037748376e-07,6.427691058212111e-06,2.3054650336075607e-05,-3.6075132158736475e-06,-1.5144375702301477e-06,-1.347536132601097e-07,-1.2088140802967955e-05,8.467843090222723e-07,7.940099591287681e-07,-1.7611013645194313e-06,-4.324767620594067e-05,7.992170612752219e-06,-4.222151968675641e-06,7.984781220996923e-06,-9.219125482825023e-07,-7.215873150424763e-08,-3.731248099183524e-06,-1.4535719255793253e-05,-2.6031941563456236e-06,2.181171915387269e-05,-3.023617004708526e-05,1.7127351667708697e-06,6.821583195133979e-07,1.4847360312670835e-05,-5.053235276842773e-07,-2.9337442345094802e-05,2.6148742395287023e-06,7.694751818203865e-07,1.4206190912642316e-05,1.3599326209831523e-05,1.5420729588168354e-05,-2.442296351761168e-06,-1.6849616133003367e-06,3.2466302211995225e-07,3.6429951725775886e-05,2.9725650294767165e-07,0.0
